ord_nbr,line_nbr,line_kind,invt_id,descr,qty,unit,unit_price,ext_price,rev_acct
0205260052,1,material,0302809,Garden Valley Organic Compost,7.0,YARD,52.1429,365.0,400000
0205260052,2,labor,0220502,Retail Labor Hours,5.9,HOURS,20.7424,122.38,400002
0205260052,3,equipment,0220503,Retail-Equipment Hours,2.95,HOURS,65.2949,192.62,400003
0205260053,1,material,0301020,Premium Hemlock Bark,6.0,YARD,51.6667,310.0,400000
0205260053,2,labor,0220502,Retail Labor Hours,4.32,HOURS,28.4144,122.75,400002
0205260053,3,equipment,0220503,Retail-Equipment Hours,2.16,HOURS,89.0046,192.25,400003
0205260054,1,material,0301322,BeautiBark,7.5,YARD,43.6,327.0,400000
0205260054,2,labor,0220502,Retail Labor Hours,3.62,HOURS,33.8066,122.38,400002
0205260054,3,equipment,0220503,Retail-Equipment Hours,1.81,HOURS,108.0773,195.62,400003
0205260055,1,material,0301322,BeautiBark,32.0,YARD,42.2188,1351.0,400000
0205260055,2,labor,0220502,Retail Labor Hours,7.5,HOURS,22.2507,166.88,400002
0205260055,3,equipment,0220503,Retail-Equipment Hours,3.75,HOURS,69.8987,262.12,400003
0205260056,1,material,0301020,Premium Hemlock Bark,28.0,YARD,67.2143,1882.0,400000
0205260056,2,labor,0220502,Retail Labor Hours,17.38,HOURS,15.42,268.0,400002
0205260056,3,equipment,0220503,Retail-Equipment Hours,5.79,HOURS,72.5389,420.0,400003
0205260057,1,material,0301322,BeautiBark,32.0,YARD,44.6562,1429.0,400000
0205260057,2,labor,0220502,Retail Labor Hours,5.78,HOURS,34.7751,201.0,400002
0205260057,3,equipment,0220503,Retail-Equipment Hours,2.89,HOURS,108.9965,315.0,400003
0205260058,1,material,0301020,Premium Hemlock Bark,7.0,YARD,66.1243,462.87,400000
0205260058,2,labor,0220502,Retail Labor Hours,6.5,HOURS,22.2508,144.63,400002
0205260058,3,equipment,0220503,Retail-Equipment Hours,3.25,HOURS,70.0,227.5,400003
0205260047,1,material,0301322,BeautiBark,32.0,YARD,41.0938,1315.0,400000
0205260047,2,labor,0220502,Retail Labor Hours,77.77,HOURS,2.1474,167.0,400002
0205260047,3,equipment,0220503,Retail-Equipment Hours,3.6,HOURS,73.0556,263.0,400003
0205260045,1,material,0301322,DARK BeautiBark,32.0,YARD,44.75,1432.0,400000
0205260045,2,labor,0220502,Retail Labor Hours,6.85,HOURS,25.9854,178.0,400002
0205260045,3,equipment,0220503,Retail-Equipment Hours,3.43,HOURS,81.6327,280.0,400003
0205260046,1,material,0301020,Premium Hemlock Bark,23.0,YARD,58.2609,1340.0,400000
0205260046,2,labor,0220502,Retail Labor Hours,4.9,HOURS,31.7857,155.75,400002
0205260046,3,equipment,0220503,Retail-Equipment Hours,2.45,HOURS,100.0,245.0,400003
0205260046,4,discount,0301020,Repeat Customer Discount,0.0,YARD,,-45.0,400000
0205260041,1,material,0301020,Premium Hemlock Bark,11.0,YARD,53.1818,585.0,400000
0205260041,2,labor,0220502,Retail Labor Hours,7.6,HOURS,16.1513,122.75,400002
0205260041,3,equipment,0220503,Retail-Equipment Hours,2.53,HOURS,75.9881,192.25,400003
0205260042,1,material,0301020,Premium Hemlock Bark,10.0,YARD,58.602,586.02,400000
0205260042,2,labor,0220502,Retail Labor Hours,3.53,HOURS,37.7479,133.25,400002
0205260042,3,equipment,0220503,Retail-Equipment Hours,1.18,HOURS,165.8729,195.73,400003
0205260043,1,material,0301020,Premium Hemlock Bark,7.0,YARD,55.4643,388.25,400000
0205260043,2,labor,0220502,Retail Labor Hours,1.88,HOURS,59.4415,111.75,400002
0205260043,3,equipment,0220503,Retail-Equipment Hours,0.94,HOURS,186.1702,175.0,400003
0205260044,1,material,0302107,Rexius Premium Turf Start,15.0,YARD,35.0,525.0,400000
0205260044,2,labor,0220502,Retail Labor Hours,23.65,HOURS,53.0655,1255.0,400002
0205260044,3,equipment,0220503,Retail-Equipment Hours,5.91,HOURS,127.7496,755.0,400003
0205260036,1,material,0301322,BeautiBark,32.0,YARD,41.0938,1315.0,400000
0205260036,2,labor,0220502,Retail Labor Hours,10.0,HOURS,16.7,167.0,400002
0205260036,3,equipment,0220503,Retail-Equipment Hours,4.83,HOURS,54.4513,263.0,400003
0205260037,1,material,0301322,BeautiBark,32.0,YARD,41.0938,1315.0,400000
0205260037,2,labor,0220502,Retail Labor Hours,10.0,HOURS,16.7,167.0,400002
0205260037,3,equipment,0220503,Retail-Equipment Hours,5.4,HOURS,48.7037,263.0,400003
0205260038,1,material,0301020,Premium Hemlock Bark,12.0,YARD,58.5833,703.0,400000
0205260038,2,labor,0220502,Retail Labor Hours,4.87,HOURS,22.9466,111.75,400002
0205260038,3,equipment,0220503,Retail-Equipment Hours,2.44,HOURS,71.8238,175.25,400003
0205260038,4,discount,0301020,Senior Discount,0.0,YARD,,-35.0,400000
0205260039,1,material,0205601,Quarter Ten Rock,16.0,YARD,51.875,830.0,400000
0205260039,2,labor,0220502,Retail Labor Hours,12.1,HOURS,33.0579,400.0,400002
0205260039,3,equipment,0220503,Retail-Equipment Hours,4.03,HOURS,136.4764,550.0,400003
0205260040,1,material,0301020,Premium Hemlock Bark,23.0,YARD,57.5761,1324.25,400000
0205260040,2,labor,0220502,Retail Labor Hours,11.32,HOURS,13.7588,155.75,400002
0205260040,3,equipment,0220503,Retail-Equipment Hours,3.77,HOURS,64.9867,245.0,400003
0205260031,1,material,0301020,Premium Hemlock Bark,35.0,YARD,57.0714,1997.5,400000
0205260031,2,labor,0220502,Retail Labor Hours,12.72,HOURS,17.4921,222.5,400002
0205260031,3,equipment,0220503,Retail-Equipment Hours,3.18,HOURS,110.0629,350.0,400003
0205260031,4,discount,0301020,Repeat Customer Discount,0.0,YARD,,-80.0,400000
0205260032,1,material,0301322,BeautiBark,13.0,YARD,55.1154,716.5,400000
0205260032,2,labor,0220502,Retail Labor Hours,6.82,HOURS,19.5748,133.5,400002
0205260032,3,equipment,0220503,Retail-Equipment Hours,2.27,HOURS,92.511,210.0,400003
0205260033,1,material,0301322,BeautiBark,12.0,YARD,43.1558,517.87,400000
0205260033,2,labor,0220502,Retail Labor Hours,5.23,HOURS,27.6539,144.63,400002
0205260033,3,equipment,0220503,Retail-Equipment Hours,1.74,HOURS,130.7471,227.5,400003
0205260034,1,material,0301322,BeautiBark,2.0,YARD,135.5,271.0,400000
0205260034,2,labor,0220502,Retail Labor Hours,3.25,HOURS,27.3846,89.0,400002
0205260034,3,equipment,0220503,Retail-Equipment Hours,1.63,HOURS,85.8896,140.0,400003
0205260035,1,material,0301020,Premium Hemlock Bark,20.0,YARD,57.25,1145.0,400000
0205260035,2,labor,0220502,Retail Labor Hours,8.77,HOURS,13.9681,122.5,400002
0205260035,3,equipment,0220503,Retail-Equipment Hours,2.92,HOURS,65.9247,192.5,400003
0205260035,4,discount,0301020,Repeat Customer Disc,0.0,YARD,,-45.0,400000
0205260029,1,material,0301040,Black Ultrakote,100.0,YARD,70.9,7090.0,400000
0205260029,2,labor,0220502,Retail Labor Hours,60.05,HOURS,14.821,890.0,400002
0205260029,3,equipment,0220503,Retail-Equipment Hours,7.51,HOURS,186.4181,1400.0,400003
0205260030,1,material,0303301,Fiberex,25.0,YARD,44.2,1105.0,400000
0205260030,2,labor,0220502,Retail Labor Hours,3.5,HOURS,29.0714,101.75,400002
0205260030,3,equipment,0220503,Retail-Equipment Hours,1.75,HOURS,88.9429,155.65,400003
0205260030,4,discount,0303301,VIP Education Discount,0.0,YARD,,-200.0,400000
0205260026,1,material,0301020,Premium Hemlock Bark,46.0,YARD,51.3696,2363.0,400000
0205260026,2,labor,0220502,Retail Labor Hours,10.37,HOURS,38.5728,400.0,400002
0205260026,3,equipment,0220503,Retail-Equipment Hours,5.19,HOURS,121.3873,630.0,400003
0205260026,4,discount,0301020,Volume Discount,0.0,YARD,,188.5,400000
0205260027,1,material,0301020,Premium Hemlock Bark,46.0,YARD,51.3696,2363.0,400000
0205260027,2,labor,0220502,Retail Labor Hours,15.62,HOURS,25.6082,400.0,400002
0205260027,3,equipment,0220503,Retail-Equipment Hours,7.18,HOURS,87.7437,630.0,400003
0205260027,4,discount,0301020,Volume Discount,0.0,YARD,,188.5,400000
0205260022,1,material,0301020,Premium Hemlock Bark,23.0,YARD,58.2878,1340.62,400000
0205260022,2,labor,0220502,Retail Labor Hours,6.86,HOURS,24.3265,166.88,400002
0205260022,3,equipment,0220503,Retail-Equipment Hours,2.83,HOURS,92.7562,262.5,400003
0205260022,4,discount,0301020,Repeat Customer Discount,0.0,YARD,,-400.0,400000
0205260023,1,material,0301322,BeautiBark,30.0,YARD,35.1667,1055.0,400000
0205260023,2,labor,0220502,Retail Labor Hours,14.52,HOURS,24.5179,356.0,400002
0205260023,3,equipment,0220503,Retail-Equipment Hours,7.26,HOURS,77.135,560.0,400003
0205260023,4,discount,0301322,Repeat Customer Discount,0.0,YARD,,-180.0,400000
0205260024,1,material,0301322,BeautiBark,30.0,YARD,35.1667,1055.0,400000
0205260024,2,labor,0220502,Retail Labor Hours,15.62,HOURS,22.7913,356.0,400002
0205260024,3,equipment,0220503,Retail-Equipment Hours,4.98,HOURS,112.4498,560.0,400003
0205260024,4,discount,0301322,Repeat Customer Discount,0.0,YARD,,-180.0,400000
0205260014,1,material,0301020,Premium Hemlock Bark,23.0,YARD,58.2878,1340.62,400000
0205260014,2,labor,0220502,Retail Labor Hours,6.72,HOURS,24.8333,166.88,400002
0205260014,3,equipment,0220503,Retail-Equipment Hours,3.13,HOURS,83.8658,262.5,400003
0205260014,4,discount,0301020,Repeat Customer Discount,0.0,YARD,,-80.0,400000
0205260015,1,material,0301020,Premium Hemlock Bark,15.0,YARD,57.1,856.5,400000
0205260015,2,labor,0220502,Retail Labor Hours,4.17,HOURS,32.0144,133.5,400002
0205260015,3,equipment,0220503,Retail-Equipment Hours,2.09,HOURS,100.4785,210.0,400003
0205260015,4,discount,0301020,VIP Discount,0.0,YARD,,-80.0,400000
0205260016,1,material,0301322,BeautiBark,32.0,YARD,41.0938,1315.0,400000
0205260016,2,labor,0220502,Retail Labor Hours,7.13,HOURS,23.4222,167.0,400002
0205260016,3,equipment,0220503,Retail-Equipment Hours,3.88,HOURS,67.7835,263.0,400003
0205260017,1,material,0301322,BeautiBark,32.0,YARD,41.0938,1315.0,400000
0205260017,2,labor,0220502,Retail Labor Hours,6.98,HOURS,23.9255,167.0,400002
0205260017,3,equipment,0220503,Retail-Equipment Hours,3.89,HOURS,67.6093,263.0,400003
0205260019,1,material,0302809,Garden Valley Organic Compost,12.0,YARD,70.2392,842.87,400000
0205260019,2,labor,0220502,Retail Labor Hours,7.42,HOURS,19.4919,144.63,400002
0205260019,3,equipment,0220503,Retail-Equipment Hours,3.71,HOURS,61.3208,227.5,400003
0205260020,1,material,0302809,Garden Valley Organic Compost,5.0,YARD,50.65,253.25,400000
0205260020,2,labor,0220502,Retail Labor Hours,3.25,HOURS,34.3846,111.75,400002
0205260020,3,equipment,0220503,Retail-Equipment Hours,1.63,HOURS,107.362,175.0,400003
0205260020,4,discount,0302809,Repeat customer discount,0.0,YARD,,-45.0,400000
0205260010,1,material,0301020,Premium Hemlock Bark,12.0,YARD,55.8417,670.1,400000
0205260010,2,labor,0220502,Retail Labor Hours,5.18,HOURS,23.6622,122.57,400002
0205260010,3,equipment,0220503,Retail-Equipment Hours,2.59,HOURS,74.2587,192.33,400003
0205260011,1,material,0301020,Premium Hemlock Bark,4.0,YARD,73.3125,293.25,400000
0205260011,2,labor,0220502,Retail Labor Hours,4.45,HOURS,25.1124,111.75,400002
0205260011,3,equipment,0220503,Retail-Equipment Hours,2.23,HOURS,78.4753,175.0,400003
0205260011,4,discount,0301020,Senior Discount,0.0,YARD,,-35.0,400000
0205260012,1,material,0301322,BeautiBark,10.0,YARD,44.01,440.1,400000
0205260012,2,labor,0220502,Retail Labor Hours,6.58,HOURS,18.6277,122.57,400002
0205260012,3,equipment,0220503,Retail-Equipment Hours,3.29,HOURS,58.459,192.33,400003
0205260013,1,material,0301322,BeautiBark,7.5,YARD,18.5667,139.25,400000
0205260013,2,labor,0220502,Retail Labor Hours,4.28,HOURS,31.25,133.75,400002
0205260013,3,equipment,0220503,Retail-Equipment Hours,2.14,HOURS,58.4112,125.0,400003
0205260013,4,discount,0301322,Senior Discount,0.0,YARD,,-100.0,400000
0205260007,1,material,0301020,Premium Hemlock Bark,20.0,YARD,64.075,1281.5,400000
0205260007,2,labor,0220502,Retail Labor Hours,9.27,HOURS,14.4013,133.5,400002
0205260007,3,equipment,0220503,Retail-Equipment Hours,4.64,HOURS,45.2586,210.0,400003
0205260007,4,discount,0301020,Repeat Customer Discount,0.0,YARD,,-80.0,400000
0205260008,1,material,0301020,Premium Hemlock Bark,21.0,YARD,56.6476,1189.6,400000
0205260008,2,labor,0220502,Retail Labor Hours,10.08,HOURS,15.4544,155.78,400002
0205260008,3,equipment,0220503,Retail-Equipment Hours,3.36,HOURS,72.8036,244.62,400003
0205260009,1,material,0301020,Premium Hemlock Bark,23.0,YARD,61.527,1415.12,400000
0205260009,2,labor,0220502,Retail Labor Hours,5.73,HOURS,21.3578,122.38,400002
0205260009,3,equipment,0220503,Retail-Equipment Hours,2.87,HOURS,67.0732,192.5,400003
0205260009,4,discount,0301020,Repeat Customer Discount,0.0,YARD,,-75.0,400000
0205260001,1,material,0302809,Garden Valley Organic Compost,15.0,YARD,58.858,882.87,400000
0205260001,2,labor,0220502,Retail Labor Hours,7.28,HOURS,19.8668,144.63,400002
0205260001,3,equipment,0220503,Retail-Equipment Hours,3.64,HOURS,62.5,227.5,400003
0205260002,1,material,0301020,Premium Hemlock Bark,16.0,YARD,55.7188,891.5,400000
0205260002,2,labor,0220502,Retail Labor Hours,5.28,HOURS,25.2841,133.5,400002
0205260002,3,equipment,0220503,Retail-Equipment Hours,2.64,HOURS,79.5455,210.0,400003
0205260003,1,material,0303301,Fiberex,11.0,YARD,49.1591,540.75,400000
0205260003,2,labor,0220502,Retail Labor Hours,3.42,HOURS,32.6754,111.75,400002
0205260003,3,equipment,0220503,Retail-Equipment Hours,1.71,HOURS,102.3392,175.0,400003
0205260003,4,discount,0303301,10% VIP Discount,0.0,YARD,,-85.0,400000
0205260005,1,material,0301020,Premium Hemlock Bark,23.0,YARD,57.2987,1317.87,400000
0205260005,2,labor,0220502,Retail Labor Hours,6.8,HOURS,21.2691,144.63,400002
0205260005,3,equipment,0220503,Retail-Equipment Hours,3.4,HOURS,66.9118,227.5,400003
0205260006,1,material,0301020,Premium Hemlock Bark,10.0,YARD,64.012,640.12,400000
0205260006,2,labor,0220502,Retail Labor Hours,5.27,HOURS,23.222,122.38,400002
0205260006,3,equipment,0220503,Retail-Equipment Hours,2.64,HOURS,72.9167,192.5,400003
0204260088,1,material,0301322,BeautiBark,32.0,YARD,39.5938,1267.0,400000
0204260088,2,labor,0220502,Retail Labor Hours,6.97,HOURS,25.538,178.0,400002
0204260088,3,equipment,0220503,Retail-Equipment Hours,3.49,HOURS,80.2292,280.0,400003
0204260089,1,material,0301322,BeautiBark,25.0,YARD,45.67,1141.75,400000
0204260089,2,labor,0220502,Retail Labor Hours,7.08,HOURS,18.8206,133.25,400002
0204260089,3,equipment,0220503,Retail-Equipment Hours,3.54,HOURS,59.322,210.0,400003
0204260090,1,material,0301322,BeautiBark,32.0,YARD,41.0938,1315.0,400000
0204260090,2,labor,0220502,Retail Labor Hours,7.87,HOURS,21.2198,167.0,400002
0204260090,3,equipment,0220503,Retail-Equipment Hours,4.45,HOURS,59.1011,263.0,400003
0204260091,1,material,0302100,Rexius Flower-n-Garden,8.0,YARD,68.5938,548.75,400000
0204260091,2,labor,0220502,Retail Labor Hours,4.43,HOURS,25.1129,111.25,400002
0204260091,3,equipment,0220503,Retail-Equipment Hours,2.22,HOURS,78.8288,175.0,400003
0204260092,1,material,0301020,Premium Hemlock Bark,25.0,YARD,48.0248,1200.62,400000
0204260092,2,labor,0220502,Retail Labor Hours,5.17,HOURS,32.2785,166.88,400002
0204260092,3,equipment,0220503,Retail-Equipment Hours,2.59,HOURS,101.3514,262.5,400003
0204260087,1,material,0302100,Rexius Flower-n-Garden,13.0,YARD,55.5,721.5,400000
0204260087,2,labor,0220502,Retail Labor Hours,6.0,HOURS,22.25,133.5,400002
0204260087,3,equipment,0220503,Retail-Equipment Hours,3.0,HOURS,70.0,210.0,400003
0204260087,4,discount,0302100,Repeat Customer Discount,0.0,YARD,,-35.0,400000
0204260076,1,material,0217926,Terra Seeding-Retail,2500.0,FEET,0.4479,1119.75,400000
0204260076,2,labor,0220502,Retail Labor Hours,9.95,HOURS,15.603,155.25,400002
0204260076,3,equipment,0220503,Retail-Equipment Hours,4.98,HOURS,49.1968,245.0,400003
0204260077,1,material,0301020,Premium Hemlock Bark,23.0,YARD,54.3152,1249.25,400000
0204260077,2,labor,0220502,Retail Labor Hours,6.22,HOURS,25.0402,155.75,400002
0204260077,3,equipment,0220503,Retail-Equipment Hours,3.11,HOURS,78.7781,245.0,400003
0204260078,1,material,0301322,BeautiBark,32.0,YARD,43.5272,1392.87,400000
0204260078,2,labor,0220502,Retail Labor Hours,7.35,HOURS,19.6776,144.63,400002
0204260078,3,equipment,0220503,Retail-Equipment Hours,3.68,HOURS,61.8207,227.5,400003
0204260080,1,material,0301020,Premium Hemlock Bark,8.0,YARD,50.015,400.12,400000
0204260080,2,labor,0220502,Retail Labor Hours,7.17,HOURS,17.0683,122.38,400002
0204260080,3,equipment,0220503,Retail-Equipment Hours,3.59,HOURS,53.6212,192.5,400003
0204260081,1,material,0302107,Rexius Premium Turf Start,9.0,YARD,59.6111,536.5,400000
0204260081,2,labor,0220502,Retail Labor Hours,5.57,HOURS,23.9677,133.5,400002
0204260081,3,equipment,0220503,Retail-Equipment Hours,2.79,HOURS,75.2688,210.0,400003
0204260082,1,material,0301020,Premium Hemlock Bark,20.0,YARD,59.825,1196.5,400000
0204260082,2,labor,0220502,Retail Labor Hours,8.48,HOURS,15.7429,133.5,400002
0204260082,3,equipment,0220503,Retail-Equipment Hours,4.24,HOURS,50.7075,215.0,400003
0204260083,1,material,0301020,Premium Hemlock Bark,11.0,YARD,57.9091,637.0,400000
0204260083,2,labor,0220502,Retail Labor Hours,9.0,HOURS,19.7778,178.0,400002
0204260083,3,equipment,0220503,Retail-Equipment Hours,4.5,HOURS,62.2222,280.0,400003
0204260084,1,material,0217926,Terra Seeding-Retail,1800.0,FEET,0.526,946.75,400000
0204260084,2,labor,0220502,Retail Labor Hours,8.45,HOURS,15.7692,133.25,400002
0204260084,3,equipment,0220503,Retail-Equipment Hours,4.23,HOURS,49.6454,210.0,400003
0204260085,1,material,0301322,BeautiBark,32.0,YARD,41.0938,1315.0,400000
0204260085,2,labor,0220502,Retail Labor Hours,8.65,HOURS,19.3064,167.0,400002
0204260085,3,equipment,0220503,Retail-Equipment Hours,4.77,HOURS,55.1363,263.0,400003
0204260086,1,material,0301322,BeautiBark,32.0,YARD,41.0938,1315.0,400000
0204260086,2,labor,0220502,Retail Labor Hours,8.25,HOURS,20.2424,167.0,400002
0204260086,3,equipment,0220503,Retail-Equipment Hours,4.67,HOURS,56.3169,263.0,400003
0204260071,1,material,0205606,3/4 Open-Retail Drop Ship,22.0,YARD,67.7386,1490.25,400000
0204260071,2,labor,0220502,Retail Labor Hours,8.98,HOURS,52.0323,467.25,400002
0204260071,3,equipment,0220503,Retail-Equipment Hours,4.49,HOURS,163.6971,735.0,400003
0204260072,1,material,0301322,BeautiBark,53.0,YARD,45.2989,2400.8401,400000
0204260072,2,labor,0220502,Retail Labor Hours,21.08,HOURS,15.833,333.76,400002
0204260072,3,equipment,0220503,Retail-Equipment Hours,7.03,HOURS,49.7866,350.0,400003
0204260073,1,material,0304321,EconoBark,15.0,YARD,37.858,567.87,400000
0204260073,2,labor,0220502,Retail Labor Hours,7.9,HOURS,18.3076,144.63,400002
0204260073,3,equipment,0220503,Retail-Equipment Hours,3.95,HOURS,57.5949,227.5,400003
0204260074,1,material,0301020,Premium Hemlock Bark,23.0,YARD,59.5326,1369.25,400000
0204260074,2,labor,0220502,Retail Labor Hours,9.4,HOURS,16.5691,155.75,400002
0204260074,3,equipment,0220503,Retail-Equipment Hours,4.7,HOURS,52.1277,245.0,400003
0204260074,4,discount,0301020,VIP DIscount,0.0,YARD,,-85.0,400000
0204260075,1,material,0301020,Premium Hemlock Bark,12.0,YARD,60.9583,731.5,400000
0204260075,2,labor,0220502,Retail Labor Hours,6.07,HOURS,21.9934,133.5,400002
0204260075,3,equipment,0220503,Retail-Equipment Hours,3.04,HOURS,69.0789,210.0,400003
0204260068,1,material,0301322,BeautiBark,32.0,YARD,41.0938,1315.0,400000
0204260068,2,labor,0220502,Retail Labor Hours,8.04,HOURS,20.7711,167.0,400002
0204260068,3,equipment,0220503,Retail-Equipment Hours,3.21,HOURS,81.9315,263.0,400003
0204260069,1,material,0301322,BeautiBark,32.0,YARD,41.0938,1315.0,400000
0204260069,2,labor,0220502,Retail Labor Hours,7.78,HOURS,21.4653,167.0,400002
0204260069,3,equipment,0220503,Retail-Equipment Hours,4.52,HOURS,58.1858,263.0,400003
0204260070,1,material,0303301,Fiberex,80.0,YARD,41.925,3354.0,400000
0204260070,2,labor,0220502,Retail Labor Hours,5.6,HOURS,63.5714,356.0,400002
0204260070,3,equipment,0220503,Retail-Equipment Hours,5.6,HOURS,100.0,560.0,400003
0204260067,1,material,0303301,Fiberex,10.0,YARD,44.875,448.75,400000
0204260067,2,labor,0220502,Retail Labor Hours,2.45,HOURS,45.4082,111.25,400002
0204260067,3,equipment,0220503,Retail-Equipment Hours,2.45,HOURS,71.4286,175.0,400003
0204260057,1,material,0205603,"3/4"" Round-Retail Drop Ship",5.0,YARD,68.35,341.75,400000
0204260057,2,labor,0220502,Retail Labor Hours,2.43,HOURS,64.0947,155.75,400002
